year,sale_date,price,description_of_property,property_size_description,formatted_address,latitude,longitude,geo_county
2012,2012-08-30,495899,Second-Hand,>125,"14 Claremont Ave, Honeypark, Dublin, Ireland",53.2827019,-6.1466374,DLR
2012,2012-12-20,183260,Second-Hand,>=38<125,"Crosforge, Saggart, Co. Dublin, Ireland",53.280353,-6.4478643,South Dublin
2012,2012-03-15,139162,Second-Hand,>125,"14 Heathfield Ave, Heathfield View, Kildonan, Baile Ãtha Cliath 11, D11 N2H6, Ireland",53.395175,-6.3253253,Fingal
2012,2012-12-13,255000,Second-Hand,>=38<125,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2012,2012-10-31,281937,Second-Hand,>=38<125,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2012,2012-01-27,275000,Second-Hand,>=38<125,"14 Red Arches Ave, The Coast, Dublin 13, D13 H672, Ireland",53.4015438,-6.1419224,Fingal
2012,2012-11-23,129500,Second-Hand,>=38<125,"14 Slade Castle Wood, Moneyatta Commons, Saggart, Co. Dublin, D24 WN34, Ireland",53.2786206,-6.4469854,South Dublin
2012,2012-11-07,111000,Second-Hand,>125,"14 Stocking Well Row, Stocking Well Wood, Rathfarnham, Dublin 16, D16 K851, Ireland",53.2732263,-6.3199545,South Dublin
2012,2012-11-27,159125,Second-Hand,>=38<125,"Kensington Lodge, Rochestown Ave, DÃºn Laoghaire, Dublin, Ireland",53.2780899,-6.1535517,DLR
2012,2012-11-28,210000,Second-Hand,>=38<125,"Apartment 15, Weavers Hall, Levmoss Park, The Gallops, Dublin 18, Ireland",53.263942,-6.1984187,DLR
2012,2012-05-04,109251,Second-Hand,<38,"14 Barnwell Pl, Hansfield, Dublin 15, D15 HDH7, Ireland",53.3927952,-6.4437301,Fingal
2012,2012-05-03,300000,Second-Hand,>125,"143 Carr's Mill, Beaverstown Road, Rahillion, Donabate, Co. Dublin, K36 AX99, Ireland",53.4934468,-6.1373539,Fingal
2012,2012-11-16,136600,Second-Hand,<38,"The Gallery, Turvey Walk, Ballalease West, Donabate, Co. Dublin, Ireland",53.4876936,-6.1527157,Fingal
2012,2012-08-21,202643,Second-Hand,>=38<125,"149 Hampton Wood Ave, Hampton Wood, Dublin 11, Ireland",53.4052756,-6.2850297,Dublin City
2012,2012-09-20,240000,Second-Hand,>125,"Beverton Wood, Beaverstown, Donabate, Co. Dublin, Ireland",53.4908849,-6.159376,Fingal
