year,postal_code,price,property_size_description,formatted_address,latitude,longitude,geo_county
2014,Dublin 18,211453,greater than or equal to 38 sq metres and less than 125 sq metres,"301, Timeplace, Corrig Rd, Sandyford Industrial Estate, Dublin 18, Ireland",53.2766933,-6.2150565,Dn Laoghaire-Rathdown
2014,Dublin 18,327329,greater than or equal to 38 sq metres and less than 125 sq metres,"301, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,385531,greater than or equal to 38 sq metres and less than 125 sq metres,"302, The Cubes Offices Beacon South Quarter, Unit 4, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,385531,greater than or equal to 38 sq metres and less than 125 sq metres,"303, The Cubes Offices Beacon South Quarter, Unit 4, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,230326,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,230326,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 1,87868.02,greater than or equal to 38 sq metres and less than 125 sq metres,"Portland St N, Ballybough, Dublin, Ireland",53.3596158,-6.2562152,Dublin City
2014,Dublin 1,114196.45,greater than or equal to 38 sq metres and less than 125 sq metres,"Portland St N, Ballybough, Dublin, Ireland",53.3596158,-6.2562152,Dublin City
2014,Dublin 1,122902.73,greater than or equal to 38 sq metres and less than 125 sq metres,"Portland St N, Ballybough, Dublin, Ireland",53.3596158,-6.2562152,Dublin City
2014,,616740,greater than or equal to 38 sq metres and less than 125 sq metres,"Station Rd, Killiney, Dublin, Ireland",53.2561813,-6.1131549,Dn Laoghaire-Rathdown
2014,Dublin 1,114136.1,greater than or equal to 38 sq metres and less than 125 sq metres,"Portland St N, Ballybough, Dublin, Ireland",53.3596158,-6.2562152,Dublin City
2014,,389000,less than 38 sq metres,"36, Castlepark Residence, Castle Park Rd, Sandycove, Dublin, Ireland",53.2842082,-6.1116757,Dn Laoghaire-Rathdown
2014,Dublin 14,361233,greater than or equal to 38 sq metres and less than 125 sq metres,"Goatstown Rd, Dublin, Ireland",53.2975562,-6.2339233,Dn Laoghaire-Rathdown
2014,Dublin 18,346730,greater than or equal to 38 sq metres and less than 125 sq metres,"4, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,230326,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"402, The Cubes Offices Beacon South Quarter, Unit 4, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,278828,greater than or equal to 38 sq metres and less than 125 sq metres,"403, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,278828,greater than or equal to 38 sq metres and less than 125 sq metres,"404, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,,352422,greater than or equal to 38 sq metres and less than 125 sq metres,"Trimbleston, Goatstown Rd, Friarland, Dublin 14, Ireland",53.2983908,-6.2315228,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"405, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"406, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"407, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 14,361233.48,greater than or equal to 38 sq metres and less than 125 sq metres,"Goatstown Rd, Goatstown, Co. Dublin, Ireland",53.2975483,-6.2339208,Dn Laoghaire-Rathdown
2014,Dublin 18,278828,greater than or equal to 38 sq metres and less than 125 sq metres,"408, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"409, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 14,374449.33,greater than or equal to 38 sq metres and less than 125 sq metres,"Trimbleston, Goatstown Rd, Friarland, Dublin 14, Ireland",53.2983908,-6.2315228,Dn Laoghaire-Rathdown
2014,Dublin 18,278828,greater than or equal to 38 sq metres and less than 125 sq metres,"412, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"413, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"414, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"417, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"418, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"419, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,,396476,less than 38 sq metres,"42, Castlepark Residence, Castle Park Rd, Sandycove, Dublin, Ireland",53.2842082,-6.1116757,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"420, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"421, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"422, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"423, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"426, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"428, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,,334802,greater than or equal to 38 sq metres and less than 125 sq metres,"43, Castlepark Residence, Castle Park Rd, Sandycove, Dublin, Ireland",53.2842082,-6.1116757,Dn Laoghaire-Rathdown
2014,Dublin 1,310000,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin, Ireland",53.3498053,-6.2603097,Dublin City
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"431, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,,418502.2,greater than or equal to 38 sq metres and less than 125 sq metres,"45, Castlepark Residence, Castle Park Rd, Sandycove, Dublin, Ireland",53.2842082,-6.1116757,Dn Laoghaire-Rathdown
2014,Dublin 11,114537,greater than or equal to 38 sq metres and less than 125 sq metres,"Hampton Wood Rd, Hampton Wood, Dublin 11, Ireland",53.4048535,-6.2881422,Dublin City
2014,Dublin 1,114275.46,greater than or equal to 38 sq metres and less than 125 sq metres,"Apartment 49 The Wheat Barn, Baker's Yard, Portland St N, Ballybough, Dublin 1, Ireland",53.3595352,-6.2556997,Dublin City
2014,Dublin 18,346730,greater than or equal to 38 sq metres and less than 125 sq metres,"5, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 2,298000,greater than or equal to 38 sq metres and less than 125 sq metres,"5, 18 Baggot Street Lower, Dublin 2, Ireland",53.3377939,-6.25143,Dublin City
2014,Dublin 4,682819.38,greater than or equal to 38 sq metres and less than 125 sq metres,"Shrewsbury Square, Sandymount Ave, Dublin 4, Ireland",53.3270333,-6.2210526,Dublin City
2014,Dublin 18,307929,greater than or equal to 38 sq metres and less than 125 sq metres,"501, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,327329,greater than or equal to 38 sq metres and less than 125 sq metres,"501, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,278828,greater than or equal to 38 sq metres and less than 125 sq metres,"502, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandymount, Co. Dublin, Ireland",53.3305546,-6.2157427,Dublin City
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,327329,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,327329,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,269127,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 1,87721.54,greater than or equal to 38 sq metres and less than 125 sq metres,"Portland St N, Ballybough, Dublin, Ireland",53.3596158,-6.2562152,Dublin City
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 1,87927.45,greater than or equal to 38 sq metres and less than 125 sq metres,"Portland St N, Ballybough, Dublin, Ireland",53.3596158,-6.2562152,Dublin City
2014,Dublin 4,661000,less than 38 sq metres,"54, Shrewsbury Square, Sandymount Ave, Dublin 4, Ireland",53.326666,-6.2212867,Dublin City
2014,Dublin 1,114178.78,greater than or equal to 38 sq metres and less than 125 sq metres,"Portland St N, Ballybough, Dublin, Ireland",53.3596158,-6.2562152,Dublin City
2014,Dublin 18,346730,greater than or equal to 38 sq metres and less than 125 sq metres,"6, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 8,165000,less than 38 sq metres,"Rialto, Dublin, Ireland",53.3362675,-6.2970077,Dublin City
2014,Dublin 18,210925,greater than or equal to 38 sq metres and less than 125 sq metres,"601, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,443733,greater than or equal to 38 sq metres and less than 125 sq metres,"601, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,269127,greater than or equal to 38 sq metres and less than 125 sq metres,"601, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"601, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,443733,greater than or equal to 38 sq metres and less than 125 sq metres,"602, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,443733,greater than or equal to 38 sq metres and less than 125 sq metres,"602, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,278828,greater than or equal to 38 sq metres and less than 125 sq metres,"602, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,210925,greater than or equal to 38 sq metres and less than 125 sq metres,"603, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,269127,greater than or equal to 38 sq metres and less than 125 sq metres,"603, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,278828,greater than or equal to 38 sq metres and less than 125 sq metres,"603, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,443733,greater than or equal to 38 sq metres and less than 125 sq metres,"604, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,443733,greater than or equal to 38 sq metres and less than 125 sq metres,"604, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,278828,greater than or equal to 38 sq metres and less than 125 sq metres,"604, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,269127,greater than or equal to 38 sq metres and less than 125 sq metres,"605, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"605, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,443733,greater than or equal to 38 sq metres and less than 125 sq metres,"606, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,443733,greater than or equal to 38 sq metres and less than 125 sq metres,"606, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,443733,greater than or equal to 38 sq metres and less than 125 sq metres,"606, The Cubes Offices Beacon South Quarter, Unit 4, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"606, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"607, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,443733,greater than or equal to 38 sq metres and less than 125 sq metres,"608, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,443733,greater than or equal to 38 sq metres and less than 125 sq metres,"608, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,443733,greater than or equal to 38 sq metres and less than 125 sq metres,"608, The Cubes Offices Beacon South Quarter, Unit 4, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"608, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"609, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"610, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"611, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,443733,greater than or equal to 38 sq metres and less than 125 sq metres,"612, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,443733,greater than or equal to 38 sq metres and less than 125 sq metres,"612, The Cubes Offices Beacon South Quarter, Unit 4, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"612, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"613, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,443733,greater than or equal to 38 sq metres and less than 125 sq metres,"614, The Cubes Offices Beacon South Quarter, Unit 4, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"614, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"615, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,443733,greater than or equal to 38 sq metres and less than 125 sq metres,"616, The Cubes Offices Beacon South Quarter, Unit 4, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"616, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,269127,greater than or equal to 38 sq metres and less than 125 sq metres,"616, The Cubes Offices Beacon South Quarter, Unit 4, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"617, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"618, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"620, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"622, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"624, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"625, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"626, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"628, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,327329,greater than or equal to 38 sq metres and less than 125 sq metres,"629, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,278828,greater than or equal to 38 sq metres and less than 125 sq metres,"631, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 4,660792.35,greater than or equal to 38 sq metres and less than 125 sq metres,"Shrewsbury Square, Sandymount Ave, Dublin 4, Ireland",53.3270333,-6.2210526,Dublin City
2014,,114537.44,greater than or equal to 38 sq metres and less than 125 sq metres,"7, Newcastle Farm, Lyons Rd, Newcastle South, Newcastle, Co. Dublin, Ireland",53.2981446,-6.5080331,South Dublin
2014,Dublin 18,346730,greater than or equal to 38 sq metres and less than 125 sq metres,"7, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,,371456.13,greater than or equal to 38 sq metres and less than 125 sq metres,"George's Pl, Dún Laoghaire, Dublin, Ireland",53.294986,-6.1399599,Dn Laoghaire-Rathdown
2014,Dublin 18,269127,greater than or equal to 38 sq metres and less than 125 sq metres,"700, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,269127,greater than or equal to 38 sq metres and less than 125 sq metres,"701, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,269127,greater than or equal to 38 sq metres and less than 125 sq metres,"702, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,269127,greater than or equal to 38 sq metres and less than 125 sq metres,"703, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,210925,greater than or equal to 38 sq metres and less than 125 sq metres,"704, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,269127,greater than or equal to 38 sq metres and less than 125 sq metres,"705, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,Dublin 18,346730,greater than or equal to 38 sq metres and less than 125 sq metres,"8, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,,295000,greater than or equal to 38 sq metres and less than 125 sq metres,"8, Castle Park Court, Castle Park Rd, Sandycove, Dublin, Ireland",53.2775346,-6.1170263,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,307929,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,230326,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,,288528,greater than or equal to 38 sq metres and less than 125 sq metres,"Sandyford, Dublin, Ireland",53.2719967,-6.2207197,Dn Laoghaire-Rathdown
2014,Dublin 18,346730,greater than or equal to 38 sq metres and less than 125 sq metres,"9, The Cubes Offices Beacon South Quarter, Sandyford, Dublin 18, Ireland",53.2775885,-6.2155982,Dn Laoghaire-Rathdown
2014,,215859,greater than or equal to 38 sq metres and less than 125 sq metres,"George's Pl, Dún Laoghaire, Dublin, Ireland",53.294986,-6.1399599,Dn Laoghaire-Rathdown
