year,postal_code,price,property_size_description,formatted_address,latitude,longitude,geo_county
2014,,409691.63,greater than 125 sq metres,"George's Pl, Dún Laoghaire, Dublin, Ireland",53.294986,-6.1399599,Dn Laoghaire-Rathdown
2014,Dublin 3,98625,greater than or equal to 38 sq metres and less than 125 sq metres,"The Garden House, Waterfall Ave, Fairview, Dublin 3, Ireland",53.3666241,-6.2481642,Dublin City
2014,Dublin 18,150260,greater than 125 sq metres,"11 Corke Abbey, Cork Great, Bray, Co. Dublin, Ireland",53.2102798,-6.1149372,Dn Laoghaire-Rathdown
2014,Dublin 13,484581,greater than or equal to 38 sq metres and less than 125 sq metres,"111 Castlemoyne, Balgriffin, Dublin 13, D13 XA40, Ireland",53.409882,-6.166841,Fingal
2014,Dublin 11,176211,greater than or equal to 38 sq metres and less than 125 sq metres,"113 Hampton Wood Rd, Hampton Wood, Dublin 11, D11 KDC3, Ireland",53.4048476,-6.286436,Dublin City
2014,,211454,greater than or equal to 38 sq metres and less than 125 sq metres,"116 Hampton Wood Rd, Hampton Wood, Dublin 11, D11 W0CN, Ireland",53.4048273,-6.2861468,Dublin City
2014,Dublin 13,240000,greater than or equal to 38 sq metres and less than 125 sq metres,"10, Myrtle House, Myrtle Dr, The Coast, Dublin 13, Ireland",53.399032,-6.1475147,Fingal
2014,,466960,greater than or equal to 38 sq metres and less than 125 sq metres,"Kinsealy Ln, Malahide, Co. Dublin, Ireland",53.4334927,-6.1673487,Fingal
2014,,305000,greater than or equal to 38 sq metres and less than 125 sq metres,"Swords, Co. Dublin, Ireland",53.4557467,-6.2197406,Fingal
2014,,237445,greater than or equal to 38 sq metres and less than 125 sq metres,"Skerries, Co. Dublin, Ireland",53.5805519,-6.1078779,Fingal
2014,,300380,greater than 125 sq metres,"Starlings, Shanganagh Rd, Shankill, Dublin 18, Ireland",53.2362287,-6.1234319,Dn Laoghaire-Rathdown
2014,,350660.79,greater than or equal to 38 sq metres and less than 125 sq metres,"Belmont Dr, Sandyford, Dublin, Ireland",53.2643742,-6.2231966,Dn Laoghaire-Rathdown
2014,,264317.18,greater than or equal to 38 sq metres and less than 125 sq metres,"12 Beverton Dr, Ballalease West, Donabate, Co. Dublin, K36 R256, Ireland",53.4887155,-6.1519336,Fingal
2014,,312775,greater than or equal to 38 sq metres and less than 125 sq metres,"Aiken's Village, Dublin, Ireland",53.2632897,-6.2244888,Dn Laoghaire-Rathdown
2014,Dublin 15,710000,greater than 125 sq metres,"Park Dr, Castleknock, Dublin, Ireland",53.3764174,-6.3688887,Fingal
2014,,497797.35,greater than or equal to 38 sq metres and less than 125 sq metres,"Brickfield Dr, Honeypark, Dublin, Ireland",53.279871,-6.1462474,Dn Laoghaire-Rathdown
2014,,506607.76,greater than or equal to 38 sq metres and less than 125 sq metres,"Brickfield Way, Dublin, Ireland",53.2778865,-6.1482881,Dn Laoghaire-Rathdown
2014,,273127,greater than or equal to 38 sq metres and less than 125 sq metres,"12 Broadfield Ave, Tootenhill, Rathcoole, Co. Dublin, D24 XK82, Ireland",53.2778989,-6.4828546,South Dublin
2014,,308370,greater than or equal to 38 sq metres and less than 125 sq metres,"12 Broadfield Ave, Tootenhill, Rathcoole, Co. Dublin, D24 XK82, Ireland",53.2778989,-6.4828546,South Dublin
2014,,246696.03,greater than 125 sq metres,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2014,,185022,greater than or equal to 38 sq metres and less than 125 sq metres,"12 Castleland Park Ave, Castleland, Balbriggan, Co. Dublin, Ireland",53.5987433,-6.17861,Fingal
2014,,450000,greater than or equal to 38 sq metres and less than 125 sq metres,"Apartment 6, Castlepark Residence, Castle Park Rd, Sandycove, Dublin, Ireland",53.2842082,-6.1116757,Dn Laoghaire-Rathdown
2014,,171802,greater than or equal to 38 sq metres and less than 125 sq metres,"Portmarnock, Co. Dublin, Ireland",53.4256084,-6.1316039,Fingal
2014,,462000,greater than 125 sq metres,"Sutton, Co. Dublin, Ireland",53.3895166,-6.1103064,Fingal
2014,Dublin 9,485000,greater than or equal to 38 sq metres and less than 125 sq metres,"Drumcondra, Dublin, Ireland",53.3633833,-6.2578601,Dublin City
2014,Dublin 13,185022,greater than or equal to 38 sq metres and less than 125 sq metres,"12 King St, Clongriffin, Dublin, Ireland",53.404437,-6.1571385,Dublin City
2014,,365000,greater than or equal to 38 sq metres and less than 125 sq metres,"Stepaside, Co. Dublin, Ireland",53.2530164,-6.2143331,Dn Laoghaire-Rathdown
2014,Dublin 13,79211.45,greater than or equal to 38 sq metres and less than 125 sq metres,"12 Main St, Kilmore, Dublin, Ireland",53.3884269,-6.2009216,Dublin City
2014,,237885,greater than or equal to 38 sq metres and less than 125 sq metres,"12 Park St, Clongriffin, Dublin 13, D13 FX37, Ireland",53.4038022,-6.1573052,Dublin City
2014,,330000,greater than or equal to 38 sq metres and less than 125 sq metres,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2014,,259911,greater than or equal to 38 sq metres and less than 125 sq metres,"Brook Ln, Rush, Co. Dublin, Ireland",53.5251057,-6.102169,Fingal
2014,,325203,greater than or equal to 38 sq metres and less than 125 sq metres,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2014,,393832.59,greater than 125 sq metres,"George's Pl, Dún Laoghaire, Dublin, Ireland",53.294986,-6.1399599,Dn Laoghaire-Rathdown
2014,,270000,greater than 125 sq metres,"12 Forge View, Racecourse Common, Co. Dublin, Ireland",53.5205074,-6.16373,Fingal
2014,,199383,greater than or equal to 38 sq metres and less than 125 sq metres,"Newcastle Rd, Lucan, Co. Dublin, Ireland",53.3449908,-6.4516701,South Dublin
2014,,339207.04,greater than 125 sq metres,"Dublin, Ireland",53.3498053,-6.2603097,Dublin City
2014,,380000,greater than 125 sq metres,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2014,,378854,greater than or equal to 38 sq metres and less than 125 sq metres,"Traverslea Woods, Glenageary Rd Lower, Glenageary, Dublin, Ireland",53.2844835,-6.1305442,Dn Laoghaire-Rathdown
2014,,170000,greater than or equal to 38 sq metres and less than 125 sq metres,"12 Westown Ave, Hynestown, Naul Village, Co. Dublin, K32 CC84, Ireland",53.5839018,-6.2891128,Fingal
2014,Dublin 15,306167.4,greater than or equal to 38 sq metres and less than 125 sq metres,"Brandon Square, Waterville, Blanchardstown, Co. Dublin, Ireland",53.3927045,-6.3660461,Fingal
2014,,61674,greater than 125 sq metres,"Dublin, Ireland",53.3498053,-6.2603097,Dublin City
2014,Dublin 1,1229331.9,greater than or equal to 38 sq metres and less than 125 sq metres,"The Property House, Main St, Clondalkin, Dublin 22, Ireland",53.3205162,-6.3941707,South Dublin
2014,,180617,greater than 125 sq metres,"2, Castlegate House, Adamstown Ave, Adamstown Castle, Lucan, Co. Dublin, Ireland",53.3375978,-6.4620437,South Dublin
2014,,875000,greater than 125 sq metres,"120 Rochestown Ave, Rochestown, Dublin, Ireland",53.2716216,-6.1442668,Dn Laoghaire-Rathdown
2014,,975000,greater than or equal to 38 sq metres and less than 125 sq metres,"120 Rochestown Ave, Rochestown, Dublin, Ireland",53.2716216,-6.1442668,Dn Laoghaire-Rathdown
2014,,176211.45,greater than or equal to 38 sq metres and less than 125 sq metres,"2, Castlegate House, Adamstown Ave, Adamstown Castle, Lucan, Co. Dublin, Ireland",53.3375978,-6.4620437,South Dublin
2014,Dublin 11,88105.72,less than 38 sq metres,"125 Hampton Wood Rd, Hampton Wood, Dublin 11, Ireland",53.4046096,-6.2872775,Dublin City
2014,,189427.32,greater than or equal to 38 sq metres and less than 125 sq metres,"Adamstown Road, Lucan, Co. Dublin, Ireland",53.3532701,-6.4497848,South Dublin
2014,Dublin 11,117180,less than 38 sq metres,"127 Hampton Wood Ave, Hampton Wood, Dublin 11, Ireland",53.4053854,-6.2862137,Dublin City
2014,,198238,greater than or equal to 38 sq metres and less than 125 sq metres,"128 Adamstown Ave, Finnstown, Lucan, Co. Dublin, Ireland",53.3375148,-6.4631861,South Dublin
2014,,457119.49,greater than 125 sq metres,"128 Castlemoyne, Balgriffin, Dublin 13, D13 YP40, Ireland",53.4094006,-6.1675347,Fingal
2014,Dublin 11,117181,greater than or equal to 38 sq metres and less than 125 sq metres,"128 Hampton Wood Ave, Hampton Wood, Dublin 11, Ireland",53.4053757,-6.2861455,Dublin City
2014,,497700,greater than or equal to 38 sq metres and less than 125 sq metres,"Brickfield Dr, Honeypark, Dublin, Ireland",53.279871,-6.1462474,Dn Laoghaire-Rathdown
2014,,350660,greater than or equal to 38 sq metres and less than 125 sq metres,"Belmont Dr, Sandyford, Dublin, Ireland",53.2643742,-6.2231966,Dn Laoghaire-Rathdown
2014,,279439,greater than 125 sq metres,"Brickfield Way, Dublin, Ireland",53.2778865,-6.1482881,Dn Laoghaire-Rathdown
2014,,275418.5,greater than 125 sq metres,"13 Broadfield Ave, Tootenhill, Rathcoole, Co. Dublin, D24 AF43, Ireland",53.2783557,-6.4829718,South Dublin
2014,,250850,greater than or equal to 38 sq metres and less than 125 sq metres,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2014,Dublin 3,171806,greater than or equal to 38 sq metres and less than 125 sq metres,"Richmond Rd, Drumcondra South, Dublin, Co. Dublin, Ireland",53.3659397,-6.2481358,Dublin City
2014,,427312.78,greater than or equal to 38 sq metres and less than 125 sq metres,"Apartment 6, Castlepark Residence, Castle Park Rd, Sandycove, Dublin, Ireland",53.2842082,-6.1116757,Dn Laoghaire-Rathdown
2014,,211453.74,greater than or equal to 38 sq metres and less than 125 sq metres,"13 Delvin Banks, Naul, Co. Dublin, K32 W500, Ireland",53.5870482,-6.2866343,Fingal
2014,,138326,greater than or equal to 38 sq metres and less than 125 sq metres,"13 Hampton Wood Lawn, Hampton Wood, Dublin 11, D11 FC04, Ireland",53.4039089,-6.2852907,Dublin City
2014,Dublin 11,185022.03,greater than or equal to 38 sq metres and less than 125 sq metres,"13 Hampton Wood Way, Hampton Wood, Dublin 11, D11 A4N6, Ireland",53.4042714,-6.286249,Dublin City
2014,Dublin 18,330396,greater than 125 sq metres,"Knockree, Glenamuck Rd, Dublin 18, Ireland",53.2506438,-6.1774173,Dn Laoghaire-Rathdown
2014,Dublin 13,220000,greater than or equal to 38 sq metres and less than 125 sq metres,"13 Park St, Donaghmede, Dublin, Ireland",53.4039066,-6.1572649,Dublin City
2014,,237885.46,greater than or equal to 38 sq metres and less than 125 sq metres,"13 Foxhill Park, Ayrfield, Dublin 13, D13 E409, Ireland",53.3940975,-6.1754539,Dublin City
2014,,339491,greater than or equal to 38 sq metres and less than 125 sq metres,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2014,,145320,less than 38 sq metres,"Saggart Lodge Court, Garters Ln, Saggart, Co. Dublin, Ireland",53.2824391,-6.4404668,South Dublin
2014,,237885,greater than or equal to 38 sq metres and less than 125 sq metres,"Brook Ln, Rush, Co. Dublin, Ireland",53.5251057,-6.102169,Fingal
2014,Dublin 16,418458,greater than or equal to 38 sq metres and less than 125 sq metres,"Stocking Well Row, Ballycullen, Dublin, Ireland",53.2727917,-6.3193542,South Dublin
2014,,251100,less than 38 sq metres,"Newcastle Rd, Lucan, Co. Dublin, Ireland",53.3449908,-6.4516701,South Dublin
2014,,193000,greater than 125 sq metres,"13 Golden Ridge Ave, Rush, Co. Dublin, K56 YR15, Ireland",53.5279835,-6.0922539,Fingal
2014,,339207,greater than 125 sq metres,"Barnageeragh Cove, Skerries, Co. Dublin, Ireland",53.58443,-6.1342863,Fingal
2014,,167753.3,greater than or equal to 38 sq metres and less than 125 sq metres,"13 Westown Ave, Hynestown, Naul Village, Co. Dublin, K32 Y757, Ireland",53.5839496,-6.2889357,Fingal
2014,,205000,greater than or equal to 38 sq metres and less than 125 sq metres,"2, Castlegate House, Adamstown Ave, Adamstown Castle, Lucan, Co. Dublin, Ireland",53.3375978,-6.4620437,South Dublin
2014,,398000,greater than or equal to 38 sq metres and less than 125 sq metres,"Belmont Dr, Sandyford, Dublin, Ireland",53.2643742,-6.2231966,Dn Laoghaire-Rathdown
2014,,264317.18,greater than 125 sq metres,"14 Beverton Dr, Ballalease West, Donabate, Co. Dublin, K36 N903, Ireland",53.4886482,-6.151946,Fingal
2014,Dublin 15,286345,greater than or equal to 38 sq metres and less than 125 sq metres,"Brandon Square, Waterville, Blanchardstown, Co. Dublin, Ireland",53.3927045,-6.3660461,Fingal
2014,,519823.78,greater than 125 sq metres,"Brickfield Dr, Honeypark, Dublin, Ireland",53.279871,-6.1462474,Dn Laoghaire-Rathdown
2014,,506607.93,greater than 125 sq metres,"Brickfield Way, Dublin, Ireland",53.2778865,-6.1482881,Dn Laoghaire-Rathdown
2014,,246696,greater than or equal to 38 sq metres and less than 125 sq metres,"14 Beechwood Lawns, Rathcoole, Co. Dublin, D24 FP80, Ireland",53.2821078,-6.4599307,South Dublin
2014,,198237.88,greater than or equal to 38 sq metres and less than 125 sq metres,"14 Castlelyon Green, Cornerpark, Newcastle, Co. Dublin, D22 RY91, Ireland",53.3007639,-6.4942198,South Dublin
2014,,228273,greater than or equal to 38 sq metres and less than 125 sq metres,"14 Delvin Banks, Naul, Co. Dublin, K32 EH24, Ireland",53.5869584,-6.2866379,Fingal
2014,,189427,greater than or equal to 38 sq metres and less than 125 sq metres,"Lusk, Co. Dublin, Ireland",53.5263264,-6.1658841,Fingal
2014,Dublin 18,462500,greater than or equal to 38 sq metres and less than 125 sq metres,"Knockree, Glenamuck Rd, Dublin 18, Ireland",53.2506438,-6.1774173,Dn Laoghaire-Rathdown
2014,,123246,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin, Ireland",53.3498053,-6.2603097,Dublin City
2014,Dublin 13,198237.89,greater than 125 sq metres,"14 King St, Clongriffin, Dublin, Ireland",53.4044381,-6.1569584,Dublin City
2014,Dublin 13,132074.89,greater than or equal to 38 sq metres and less than 125 sq metres,"14 Main St, Clongriffin, Dublin 13, D13 T6W9, Ireland",53.4024324,-6.1531965,Dublin City
2014,Dublin 13,242290.75,greater than 125 sq metres,"14 Park St, Clongriffin, Dublin 13, D13 V677, Ireland",53.4037485,-6.1572352,Dublin City
2014,,132057,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin, Ireland",53.3498053,-6.2603097,Dublin City
2014,,169602,greater than or equal to 38 sq metres and less than 125 sq metres,"14 Golden Ridge Ave, Rush, Co. Dublin, K56 HK40, Ireland",53.5280534,-6.0926501,Fingal
2014,,247696,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin, Ireland",53.3498053,-6.2603097,Dublin City
2014,,339207.04,greater than or equal to 38 sq metres and less than 125 sq metres,"Skerries, Co. Dublin, Ireland",53.5805519,-6.1078779,Fingal
2014,,237445,greater than 125 sq metres,"Barnageeragh Cove, Skerries, Co. Dublin, Ireland",53.58443,-6.1342863,Fingal
2014,Dublin 18,330397,greater than or equal to 38 sq metres and less than 125 sq metres,"Starlings, Shanganagh Rd, Shankill, Dublin 18, Ireland",53.2362287,-6.1234319,Dn Laoghaire-Rathdown
2014,Dublin 11,135805,greater than or equal to 38 sq metres and less than 125 sq metres,"14 Hampton Wood Rd, Hampton Wood, Dublin 11, D11 P584, Ireland",53.4047558,-6.2912403,Dublin City
2014,Dublin 11,176211.46,less than 38 sq metres,"140 Hampton Wood Ave, Hampton Wood, Dublin 11, D11 V1Y5, Ireland",53.4051413,-6.286364,Dublin City
2014,Dublin 11,143613,greater than or equal to 38 sq metres and less than 125 sq metres,"140 Hampton Wood Ave, Hampton Wood, Dublin 11, D11 V1Y5, Ireland",53.4051413,-6.286364,Dublin City
2014,Dublin 11,162601.62,greater than or equal to 38 sq metres and less than 125 sq metres,"141 Hampton Wood Ave, Hampton Wood, Dublin 11, D11 P3X2, Ireland",53.4051513,-6.2862912,Dublin City
2014,Dublin 11,143612,greater than or equal to 38 sq metres and less than 125 sq metres,"141 Hampton Wood Rd, Hampton Wood, Dublin 11, D11 R990, Ireland",53.4044844,-6.2857517,Dublin City
2014,Dublin 11,194000,greater than or equal to 38 sq metres and less than 125 sq metres,"143 Hampton Wood Ave, Hampton Wood, Dublin 11, D11 H9P2, Ireland",53.4051354,-6.2860414,Dublin City
2014,Dublin 11,127753,greater than 125 sq metres,"146 Hampton Wood Rd, Hampton Wood, Dublin 11, D11 E295, Ireland",53.4044962,-6.285449,Dublin City
2014,,127753,less than 38 sq metres,"147 Hampton Wood Rd, Hampton Wood, Dublin 11, D11 RX22, Ireland",53.4044538,-6.285371,Dublin City
2014,Dublin 3,271365.64,greater than or equal to 38 sq metres and less than 125 sq metres,"149 Richmond Rd, Drumcondra, Dublin, Ireland",53.3659073,-6.2480818,Dublin City
2014,Dublin 15,277000,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Brandon Square, Abbotstown, Dublin, Ireland",53.3921865,-6.3666383,Fingal
2014,,396474,greater than or equal to 38 sq metres and less than 125 sq metres,"Brickfield Way, Dublin, Ireland",53.2778865,-6.1482881,Dn Laoghaire-Rathdown
2014,,396474,greater than or equal to 38 sq metres and less than 125 sq metres,"Brickfield Way, Dublin, Ireland",53.2778865,-6.1482881,Dn Laoghaire-Rathdown
2014,,202643,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Ballynakelly Green, Ballynakelly, Newcastle, Co. Dublin, Ireland",53.2949432,-6.4914667,South Dublin
2014,,519001,greater than 125 sq metres,"Brickfield Dr, Honeypark, Dublin, Ireland",53.279871,-6.1462474,Dn Laoghaire-Rathdown
2014,,279000,greater than or equal to 38 sq metres and less than 125 sq metres,"Rathcoole, Co. Dublin, Ireland",53.2817307,-6.466167,South Dublin
2014,,696035.23,greater than 125 sq metres,"15 Burford Dr, Honeypark, Dublin, Ireland",53.2782722,-6.1452317,Dn Laoghaire-Rathdown
2014,,436123,greater than 125 sq metres,"Apartment 6, Castlepark Residence, Castle Park Rd, Sandycove, Dublin, Ireland",53.2842082,-6.1116757,Dn Laoghaire-Rathdown
2014,,180617,greater than or equal to 38 sq metres and less than 125 sq metres,"Lusk, Co. Dublin, Ireland",53.5263264,-6.1658841,Fingal
2014,Dublin 18,422908,greater than 125 sq metres,"15 Glencairn View, Sandyford, Dublin, Ireland",53.2657596,-6.2090276,Dn Laoghaire-Rathdown
2014,Dublin 9,418502.19,greater than or equal to 38 sq metres and less than 125 sq metres,"Drumcondra Rd Upper, Dublin, Ireland",53.3729521,-6.25231,Dublin City
2014,Dublin 11,137168.14,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Hampton Wood Lawn, Hampton Wood, Dublin 11, D11 RK29, Ireland",53.4038274,-6.2853075,Dublin City
2014,Dublin 11,159000,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Hampton Wood Ave, Hampton Wood, Dublin 11, D11 YX61, Ireland",53.4056188,-6.2911019,Dublin City
2014,,132057,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin, Ireland",53.3498053,-6.2603097,Dublin City
2014,,164758,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Millrace Ave, Saggart, Co. Dublin, D24 WR52, Ireland",53.2811412,-6.451073,South Dublin
2014,Dublin 13,237885.46,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Park Ave, Grange, Dublin, Ireland",53.4042948,-6.1581104,Dublin City
2014,Dublin 13,239555,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Park St, Donaghmede, Dublin, Ireland",53.4039042,-6.1571003,Dublin City
2014,,88004,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin, Ireland",53.3498053,-6.2603097,Dublin City
2014,,132158.6,greater than or equal to 38 sq metres and less than 125 sq metres,"Sanderling, Quay St, Townparks, Skerries, Co. Dublin, Ireland",53.5810704,-6.1105576,Fingal
2014,,240000,greater than or equal to 38 sq metres and less than 125 sq metres,"Brook Ln, Rush, Co. Dublin, Ireland",53.5251057,-6.102169,Fingal
2014,Dublin 16,449124.58,greater than or equal to 38 sq metres and less than 125 sq metres,"Stocking Well Row, Rathfarnham, Dublin 16, Ireland",53.2727917,-6.3193542,South Dublin
2014,,249950,greater than or equal to 38 sq metres and less than 125 sq metres,"Newcastle, Co. Dublin, Ireland",53.2998135,-6.5010237,South Dublin
2014,,348018,greater than 125 sq metres,"Barnageeragh Cove, Skerries, Co. Dublin, Ireland",53.58443,-6.1342863,Fingal
2014,Dublin 15,121100,greater than or equal to 38 sq metres and less than 125 sq metres,"Grange Lodge, Clonsilla Rd, Clonsilla, Dublin 15, Ireland",53.3896229,-6.4311738,Fingal
2014,,356828.19,greater than 125 sq metres,"Starlings, Shanganagh Rd, Shankill, Dublin 18, Ireland",53.2362287,-6.1234319,Dn Laoghaire-Rathdown
2014,,200381,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Swords Rd, Lissadel Wood, Yellow Walls, Malahide, Co. Dublin, K36 RY92, Ireland",53.4519927,-6.1888439,Fingal
2014,Dublin 15,828194,greater than 125 sq metres,"White's Gate, White's Rd, Castleknock, Dublin 15, Ireland",53.3666338,-6.3539424,Fingal
2014,,58333,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Newcastle Blvd, Ballynakelly, Co. Dublin, Ireland",53.2952218,-6.4938494,South Dublin
2014,Dublin 16,387621,greater than or equal to 38 sq metres and less than 125 sq metres,"15 Stocking Wood Dr, Rathfarnham, Dublin 16, D16 XV02, Ireland",53.2717467,-6.3172888,South Dublin
2014,,147000,greater than or equal to 38 sq metres and less than 125 sq metres,"The Village House, Torquay Rd, Foxrock, Dublin 18, Ireland",53.2698555,-6.1853255,Dn Laoghaire-Rathdown
2014,,166080,less than 38 sq metres,"150 Hampton Wood Ave, Hampton Wood, Dublin 11, Ireland",53.4052711,-6.2848449,Dublin City
2014,Dublin 11,167400.88,greater than or equal to 38 sq metres and less than 125 sq metres,"151 Hampton Wood Ave, Hampton Wood, Dublin 11, D11 KX20, Ireland",53.4052645,-6.2846081,Dublin City
2014,Dublin 11,194624,greater than or equal to 38 sq metres and less than 125 sq metres,"153 Hampton Wood Ave, Hampton Wood, Dublin 11, D11 WKK1, Ireland",53.4055178,-6.28525,Dublin City
2014,Dublin 11,170000,greater than or equal to 38 sq metres and less than 125 sq metres,"154 Hampton Wood Ave, Hampton Wood, Dublin 11, D11 C8PV, Ireland",53.4055606,-6.2851686,Dublin City
2014,Dublin 11,211453.74,greater than or equal to 38 sq metres and less than 125 sq metres,"155 Hampton Wood Ave, Hampton Wood, Dublin 11, D11 A43X, Ireland",53.4055147,-6.2850968,Dublin City
2014,Dublin 11,193832,greater than or equal to 38 sq metres and less than 125 sq metres,"155 Hampton Wood Rd, Hampton Wood, Dublin 11, D11 V66E, Ireland",53.4047698,-6.2856666,Dublin City
2014,Dublin 11,224669.6,greater than or equal to 38 sq metres and less than 125 sq metres,"156 Hampton Wood Ave, Hampton Wood, Dublin 11, D11 H7N0, Ireland",53.4055539,-6.2850125,Dublin City
2014,Dublin 11,202653.17,greater than or equal to 38 sq metres and less than 125 sq metres,"156 Hampton Wood Rd, Hampton Wood, Dublin 11, D11 FW3F, Ireland",53.4048203,-6.2855532,Dublin City
2014,,980000,greater than 125 sq metres,"157 Dublin Rd, Burrow, Dublin, Ireland",53.3890752,-6.1142385,Fingal
2014,Dublin 11,193832.6,greater than 125 sq metres,"157 Hampton Wood Rd, Hampton Wood, Dublin 11, D11 E3V6, Ireland",53.4047628,-6.2854939,Dublin City
2014,Dublin 11,195000,greater than or equal to 38 sq metres and less than 125 sq metres,"158 Hampton Wood Ave, Hampton Wood, Dublin 11, D11 YNH9, Ireland",53.4054942,-6.2848615,Dublin City
2014,,209762.5,less than 38 sq metres,"158 Hampton Wood Rd, Hampton Wood, Dublin 11, D11 W2T0, Ireland",53.4048028,-6.2853961,Dublin City
2014,Dublin 11,211454,greater than or equal to 38 sq metres and less than 125 sq metres,"159 Hampton Wood Rd, Hampton Wood, Dublin 11, D11 V4K7, Ireland",53.4047473,-6.2853472,Dublin City
2014,,185022,greater than or equal to 38 sq metres and less than 125 sq metres,"16 Castleland Park View, Kilsough North, Balbriggan, Co. Dublin, K32 H797, Ireland",53.5990782,-6.1754288,Fingal
2014,Dublin 13,246669.62,greater than or equal to 38 sq metres and less than 125 sq metres,"Portmarnock, Co. Dublin, Ireland",53.4232752,-6.1520158,Fingal
2014,,353778,greater than or equal to 38 sq metres and less than 125 sq metres,"Belmont Dr, Sandyford, Dublin, Ireland",53.2643742,-6.2231966,Dn Laoghaire-Rathdown
2014,,264317,greater than or equal to 38 sq metres and less than 125 sq metres,"16 Beverton Dr, Ballalease West, Donabate, Co. Dublin, K36 AF80, Ireland",53.4885808,-6.1519621,Fingal
2014,Dublin 15,246697,greater than or equal to 38 sq metres and less than 125 sq metres,"Brandon Square, Waterville, Blanchardstown, Co. Dublin, Ireland",53.3927045,-6.3660461,Fingal
2014,,570900,greater than 125 sq metres,"Brickfield Dr, Honeypark, Dublin, Ireland",53.279871,-6.1462474,Dn Laoghaire-Rathdown
2014,,264317,greater than or equal to 38 sq metres and less than 125 sq metres,"16 Beechwood Lawns, Rathcoole, Co. Dublin, D24 W642, Ireland",53.2819503,-6.4600425,South Dublin
2014,,132057,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin, Ireland",53.3498053,-6.2603097,Dublin City
2014,,191189.86,greater than or equal to 38 sq metres and less than 125 sq metres,"Lusk, Co. Dublin, Ireland",53.5263264,-6.1658841,Fingal
2014,Dublin 18,490000,greater than or equal to 38 sq metres and less than 125 sq metres,"16 Glencairn Dr, The Gallops, Dublin 18, D18 RX26, Ireland",53.2638421,-6.2063508,Dn Laoghaire-Rathdown
2014,Dublin 9,410875,greater than or equal to 38 sq metres and less than 125 sq metres,"Drumcondra, Dublin, Ireland",53.3633833,-6.2578601,Dublin City
2014,Dublin 13,237875,greater than or equal to 38 sq metres and less than 125 sq metres,"16 King St, Clongriffin, Dublin, Ireland",53.4044384,-6.1567788,Dublin City
2014,Dublin 13,79211.45,greater than or equal to 38 sq metres and less than 125 sq metres,"16 Main St, Kilmore, Dublin, Ireland",53.3885728,-6.2008763,Dublin City
2014,Dublin 13,237885.46,greater than or equal to 38 sq metres and less than 125 sq metres,"16 Park St, Clongriffin, Dublin 13, D13 XE80, Ireland",53.4038216,-6.156975,Dublin City
2014,,88004,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin, Ireland",53.3498053,-6.2603097,Dublin City
2014,Dublin 4,457000,greater than or equal to 38 sq metres and less than 125 sq metres,"16 Seafield Cl, Clontarf East, Dublin 3, D03 R721, Ireland",53.3604327,-6.1850187,Dublin City
2014,,259030.83,greater than or equal to 38 sq metres and less than 125 sq metres,"16 The Elms, Rathingle, Co. Dublin, Ireland",53.4478504,-6.252308,Fingal
2014,,290308,greater than or equal to 38 sq metres and less than 125 sq metres,"16 The Grange, Grange, Co. Dublin, Ireland",53.5178863,-6.2762348,Fingal
2014,,181762.11,greater than or equal to 38 sq metres and less than 125 sq metres,"Newcastle Rd, Lucan, Co. Dublin, Ireland",53.3449908,-6.4516701,South Dublin
2014,,348017.61,greater than or equal to 38 sq metres and less than 125 sq metres,"Starlings, Shanganagh Rd, Shankill, Dublin 18, Ireland",53.2362287,-6.1234319,Dn Laoghaire-Rathdown
2014,,361233,greater than or equal to 38 sq metres and less than 125 sq metres,"Traverslea Woods, Glenageary Rd Lower, Glenageary, Dublin, Ireland",53.2844835,-6.1305442,Dn Laoghaire-Rathdown
2014,,123246,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin, Ireland",53.3498053,-6.2603097,Dublin City
2014,Dublin 3,99915,greater than or equal to 38 sq metres and less than 125 sq metres,"The Garden House, Waterfall Ave, Fairview, Dublin 3, Ireland",53.3666241,-6.2481642,Dublin City
